HAUL_CYCLE_REC_IDENT,LOAD_START_TIMESTAMP,LOADING_EASTING,LOADING_NORTHING,LOADING_ELEVATION,LOAD_LOCATION_SNAME,BLOCK_SNAME,DUMP_LOCATION_SNAME
2781434,10:03.0,804665.0103,7510355.233,NULL,ROM2_1_3_39,NULL,CRUSHER2
2781453,03:43.0,803905.7818,7511102.407,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2781465,00:00.0,804743.4731,7510361.03,NULL,ROM2_1_3_39,NULL,CRUSHER2
2781472,10:04.0,799022.0588,7513921.289,NULL,ROM1_1_5A,NULL,CRUSHER3
2781536,29:13.0,803861.0119,7511271.067,NULL,ROM2_3_41_21,NULL,CRUSHER1
2781545,35:20.0,803924.9092,7511029.088,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2781569,50:18.0,804745.717,7510362.529,NULL,ROM2_1_3_39,NULL,CRUSHER2
2781581,43:36.0,803868.3617,7511273.089,NULL,ROM2_3_41_21,NULL,CRUSHER1
2781587,48:49.0,803869.4887,7511278.7,NULL,ROM2_3_41_21,NULL,CRUSHER2
2781595,55:32.0,804743.0988,7510362.493,NULL,ROM2_1_3_39,NULL,CRUSHER1
2781637,08:14.0,804741.6134,7510356.287,NULL,ROM2_1_3_39,NULL,CRUSHER1
2781645,11:18.0,799217.7809,7514258.361,NULL,ROM1_1_2_26,NULL,CRUSHER3
2781650,12:46.0,803918.6885,7511055.854,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2781668,24:00.0,803918.6912,7511056.33,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2781687,41:02.0,805706.6277,7512650.522,NULL,D202_396_803_400,D202_396_803_400_BAH_6,CRUSHER1
2781705,53:36.0,799007.6483,7513899.578,NULL,ROM1_1_5A,NULL,CRUSHER3
2781706,52:20.0,803876.7712,7511277.818,NULL,ROM2_3_41_21,NULL,CRUSHER2
2781711,16:47.0,805705.9216,7512643.605,NULL,D202_396_803_400,D202_396_803_400_BAH_6,CRUSHER2
2781718,02:04.0,806761.4622,7510435.765,NULL,D501_408_804_416,D501_408_804_416_BAH_8,CRUSHER1
2781725,01:08.0,803912.8547,7511094.905,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2781727,21:25.0,806762.1206,7510555.024,NULL,D501_408_804_416,D501_408_804_416_BAH_9,CRUSHER1
2781732,05:36.0,804719.9779,7510353.71,NULL,ROM2_1_3_39,NULL,CRUSHER2
2781736,04:18.0,803880.7498,7511278.505,NULL,ROM2_3_41_21,NULL,CRUSHER1
2781748,11:11.0,804711.6489,7510351.934,NULL,ROM2_1_3_39,NULL,CRUSHER1
2781776,22:01.0,803863.0111,7511273.727,NULL,ROM2_3_41_21,NULL,CRUSHER2
2781785,35:19.0,806762.4901,7510554.067,NULL,D501_408_804_416,D501_408_804_416_BAH_9,CRUSHER2
2781815,45:44.0,805707.0212,7512632.784,NULL,D202_396_803_400,D202_396_803_400_LAH_5,CRUSHER1
2781826,41:24.0,803847.4859,7511272.648,NULL,ROM2_3_41_21,NULL,CRUSHER1
2781830,45:20.0,804699.1391,7510353.287,NULL,ROM2_1_3_39,NULL,CRUSHER2
2781853,49:51.0,799010.469,7513896.374,NULL,ROM1_1_5A,NULL,CRUSHER3
2781868,56:03.0,804707.6308,7510356.38,NULL,ROM2_1_3_39,NULL,CRUSHER1
2781914,10:34.0,804708.535,7510357.996,NULL,ROM2_1_3_39,NULL,CRUSHER2
2781935,16:40.0,803930.7065,7511051.995,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2781969,26:58.0,804700.1097,7510355.299,NULL,ROM2_1_3_39,NULL,CRUSHER1
2781988,43:44.0,805707.0988,7512619.118,NULL,D202_396_803_400,D202_396_803_400_LAH_5,CRUSHER2
2781999,41:43.0,806762.1562,7510545.36,NULL,D501_408_804_416,D501_408_804_416_BAH_9,CRUSHER1
2782009,58:48.0,803925.2599,7511076.408,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2782020,04:14.0,804703.2766,7510349.132,NULL,ROM2_1_3_39,NULL,CRUSHER2
2782052,51:53.0,803826.488,7511275.006,NULL,ROM2_3_41_21,NULL,CRUSHER1
2782059,53:58.0,799002.6111,7513897.369,NULL,ROM1_1_5A,NULL,CRUSHER3
2782067,17:18.0,805706.543,7512615.963,NULL,D202_396_803_400,D202_396_803_400_LAH_5,CRUSHER2
2782077,06:32.0,806761.9205,7510540.204,NULL,D501_408_804_416,D501_408_804_416_BAH_9,CRUSHER1
2782084,00:19.0,799011.6813,7513899.918,NULL,ROM1_1_5A,NULL,CRUSHER3
2782098,30:13.0,805706.323,7512612.678,NULL,D202_396_803_400,D202_396_803_400_LAH_5,CRUSHER2
2782106,08:49.0,803924.2258,7511080.574,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2782135,18:10.0,803925.6465,7511075.338,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2782143,23:24.0,803822.8505,7511272.67,NULL,ROM2_3_41_21,NULL,CRUSHER2
2782144,23:49.0,799009.5652,7513904.601,NULL,ROM1_1_2_26,NULL,CRUSHER3
2782165,39:20.0,804686.5875,7510354.241,NULL,ROM2_1_3_39,NULL,CRUSHER2
2782169,02:15.0,799018.4193,7513915.091,NULL,ROM1_1_5A,NULL,CRUSHER3
2782191,47:21.0,799012.6542,7513912.188,NULL,ROM1_1_2_26,NULL,CRUSHER3
2782209,54:36.0,799201.399,7514233.607,NULL,ROM1_1_5A,NULL,CRUSHER3
2782252,16:39.0,806762.1182,7510533.483,NULL,D501_408_804_416,D501_408_804_416_BAH_9,CRUSHER1
2782266,29:58.0,805696.4769,7512618.794,NULL,D202_396_803_400,D202_396_803_400_LAH_5,CRUSHER2
2782284,17:59.0,803923.1109,7511098.72,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2782308,25:39.0,799017.4821,7513927.385,NULL,ROM1_1_5A,NULL,CRUSHER3
2782320,44:22.0,805696.7415,7512626.838,NULL,D202_396_803_400,D202_396_803_400_LAH_5,CRUSHER1
2822778,25:28.0,803951.8888,7511049.858,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2822815,48:20.0,806257.3355,7513278.057,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2822821,39:51.0,803954.2604,7511032.836,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2822833,50:52.0,806258.072,7513277.555,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER2
2822840,20:04.0,803948.3463,7511070.236,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2822848,57:46.0,806259.686,7513276.408,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2822853,50:33.0,803951.3649,7511055.131,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2822902,08:55.0,803954.47,7511044.325,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2822920,15:55.0,803948.6787,7511067.334,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2822936,36:04.0,805681.767,7512797.316,NULL,D202_396_801_400,D202_396_801_400_MNH_3,CRUSHER2
2822947,34:36.0,806273.9308,7513267.01,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER2
2822958,39:36.0,806276.5975,7513265.395,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER1
2822959,35:16.0,803873.0012,7511331.446,NULL,ROM2_3_41_20,NULL,CRUSHER1
2822967,38:18.0,803945.3429,7511077.247,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2822976,45:46.0,805678.5648,7512795.916,NULL,D202_396_801_400,D202_396_801_400_MNH_3,CRUSHER2
2822995,47:17.0,803861.5241,7511328.043,NULL,ROM2_3_41_20,NULL,CRUSHER1
2823000,52:43.0,803862.1043,7511330.538,NULL,ROM2_3_41_20,NULL,CRUSHER2
2823002,02:58.0,805673.9231,7512783.534,NULL,D202_396_801_400,D202_396_801_400_BAH_6,CRUSHER2
2823022,05:42.0,806283.2118,7513261.046,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER2
2823034,11:58.0,806284.5644,7513260.299,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER2
2823048,15:13.0,805674.6913,7512795.241,NULL,D202_396_801_400,D202_396_801_400_MNH_3,CRUSHER2
2823063,20:09.0,805676.2546,7512798.566,NULL,D202_396_801_400,D202_396_801_400_MNH_3,CRUSHER1
2823076,16:47.0,803832.4282,7511324.995,NULL,ROM2_3_41_20,NULL,CRUSHER2
2823082,21:34.0,803811.6112,7511324.292,NULL,ROM2_3_41_20,NULL,CRUSHER1
2823117,40:45.0,806292.8245,7513257.148,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER2
2823146,40:31.0,803936.2901,7511117.201,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2823200,57:57.0,803939.3274,7511113.02,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2823208,06:49.0,805668.1249,7512812.391,NULL,D202_396_801_400,D202_396_801_400_MNH_3,CRUSHER1
2823234,15:07.0,805664.796,7512817.164,NULL,D202_396_801_400,D202_396_801_400_MNH_3,CRUSHER2
2823250,19:08.0,804555.6499,7511565.826,NULL,ROM2_3_34_33,NULL,CRUSHER2
2823258,16:16.0,803948.9554,7511099.185,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2823270,27:55.0,805670.4996,7512776.189,NULL,D202_396_801_400,D202_396_801_400_BAH_6,CRUSHER1
2823271,31:19.0,806288.7234,7513266.566,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER1
2823290,28:53.0,804565.2063,7511572.192,NULL,ROM2_3_34_33,NULL,CRUSHER1
2823304,39:34.0,804196.2541,7511323.306,NULL,ROM2_3_37_29,NULL,CRUSHER1
2823325,50:22.0,806282.9487,7513273.258,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER1
2823353,52:22.0,804537.5438,7511564.955,NULL,ROM2_3_34_33,NULL,CRUSHER2
2823372,05:13.0,806265.0189,7513286.332,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER2
2823379,01:59.0,804183.0236,7511320.703,NULL,ROM2_3_37_29,NULL,CRUSHER1
2823392,04:52.0,804555.8896,7511566.748,NULL,ROM2_3_34_33,NULL,CRUSHER2
2823413,30:36.0,804577.0274,7511573.636,NULL,ROM2_3_34_33,NULL,CRUSHER1
2823440,23:11.0,804169.9983,7511315.707,NULL,ROM2_3_37_29,NULL,CRUSHER2
2823451,33:26.0,805669.4317,7512779.036,NULL,D202_396_801_400,D202_396_801_400_BAH_6,CRUSHER2
2823507,55:41.0,805667.0795,7512785.608,NULL,D202_396_801_400,D202_396_801_400_BAH_6,CRUSHER1
2823508,49:19.0,804555.8659,7511564.796,NULL,ROM2_3_34_33,NULL,CRUSHER2
2823526,52:12.0,803984.971,7510809.067,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER1
2823569,18:32.0,806291.4892,7513272.687,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER2
2823595,16:37.0,803982.7427,7510805.757,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER1
2823618,28:41.0,803987.3569,7510809.045,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER1
2823629,37:51.0,806300.091,7513267.641,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER1
2823677,51:08.0,806299.7172,7513269.618,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER1
2823687,54:47.0,806299.2154,7513270.901,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER2
2823693,48:55.0,803986.313,7510851.495,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER2
2823710,52:31.0,806270.6823,7513296.955,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER2
2823719,58:27.0,803987.9095,7510844.927,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER1
2823750,13:19.0,803988.5409,7510837.646,NULL,ROM2_RLSP_SOUTH,NULL,CRUSHER1
2823752,23:32.0,806295.4742,7513279.215,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER1
2823797,27:42.0,804152.5052,7511317.316,NULL,ROM2_3_37_29,NULL,CRUSHER1
2823802,40:43.0,806290.5953,7513283.941,NULL,D104_444_809_448,D104_444_809_448_SEH_3,CRUSHER1
2823841,53:47.0,806291.526,7513287.359,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER2
2823849,46:01.0,806287.4321,7513288.507,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2823871,06:48.0,804524.9272,7511561.694,NULL,ROM2_3_34_33,NULL,CRUSHER2
2823883,12:50.0,804520.8245,7511566.991,NULL,ROM2_3_34_33,NULL,CRUSHER2
2823893,26:53.0,806281.7202,7513290.048,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2823895,24:44.0,805661.3481,7512820.81,NULL,D202_392_801_400,D202_392_801_400_CLH_2,CRUSHER1
2823897,22:20.0,804540.166,7511561.466,NULL,ROM2_3_34_33,NULL,CRUSHER1
2823916,25:54.0,805656.6934,7512789.397,NULL,D202_396_801_400,D202_396_801_400_MNH_3,CRUSHER1
2823918,32:27.0,804200.2504,7511322.322,NULL,ROM2_3_37_29,NULL,CRUSHER1
2823919,33:07.0,804142.8384,7511318.721,NULL,ROM2_3_37_29,NULL,CRUSHER2
2823922,22:23.0,804194.3002,7511323.453,NULL,ROM2_3_37_29,NULL,CRUSHER1
2823926,48:41.0,806288.3812,7513288.181,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2823932,38:44.0,804144.9556,7511323.265,NULL,ROM2_3_37_29,NULL,CRUSHER2
2823934,50:58.0,805654.6958,7512820.122,NULL,D202_392_801_400,D202_392_801_400_CLH_2,CRUSHER2
2823960,53:02.0,804164.8305,7511319.108,NULL,ROM2_3_37_29,NULL,CRUSHER1
2823963,46:33.0,805654.5246,7512800.399,NULL,D202_396_801_400,D202_396_801_400_MNH_3,CRUSHER1
2823966,05:52.0,805658.3704,7512780.088,NULL,D202_396_801_400,D202_396_801_400_MNH_3,CRUSHER1
2871708,39:12.0,798692.5013,7513510.066,NULL,ROM1_2_8_23,NULL,CRUSHER3
2871714,57:37.0,806110.4914,7513052.935,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2871735,17:34.0,804730.2083,7511143.647,NULL,ROM2_2_16_35,NULL,CRUSHER2
2871761,28:56.0,798689.8487,7513509.151,NULL,ROM1_2_8_23,NULL,CRUSHER3
2871764,28:07.0,803926.8219,7511024.254,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2871772,30:56.0,799340.2375,7514484.454,NULL,ROM1_1_0_8,NULL,CRUSHER3
2871806,24:30.0,806122.504,7513052.22,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2871814,47:56.0,804725.2217,7511135.361,NULL,ROM2_2_16_35,NULL,CRUSHER2
2871826,50:23.0,803921.4576,7511043.223,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2871834,56:57.0,804717.7284,7511135.439,NULL,ROM2_2_16_35,NULL,CRUSHER2
2871852,07:06.0,798683.8238,7513522.482,NULL,ROM1_2_8_23,NULL,CRUSHER3
2871928,40:12.0,803917.1948,7511063.377,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2871960,51:38.0,798672.4608,7513520.959,NULL,ROM1_2_8_23,NULL,CRUSHER3
2871989,59:42.0,803913.344,7511087.432,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872007,07:41.0,799368.2415,7514483.508,NULL,ROM1_1_0_8,NULL,CRUSHER3
2872036,26:46.0,806139.713,7513051.522,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872038,31:17.0,806141.5492,7513051.589,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872088,34:51.0,803908.358,7511101.341,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872099,38:16.0,803908.2049,7511114.932,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872100,37:40.0,798671.1508,7513518.679,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872110,51:44.0,806149.7485,7513051.39,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872113,42:15.0,799360.9281,7514488.359,NULL,ROM1_1_0_8,NULL,CRUSHER3
2872119,57:08.0,806151.6043,7513051.733,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872166,00:14.0,803916.0676,7511121.697,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872188,07:45.0,803920.0995,7511120.486,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872198,20:08.0,806158.6245,7513051.777,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872220,20:22.0,799355.3039,7514481.8,NULL,ROM1_1_0_8,NULL,CRUSHER3
2872236,35:41.0,806164.9475,7513051.62,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872268,38:58.0,803919.9916,7511081.346,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872270,41:09.0,798661.1672,7513530.017,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872281,43:11.0,799367.2898,7514488.671,NULL,ROM1_1_0_8,NULL,CRUSHER3
2872291,57:52.0,806170.6539,7513052.039,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872299,53:01.0,798661.3563,7513539.968,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872307,55:47.0,799363.0097,7514489.216,NULL,ROM1_1_0_8,NULL,CRUSHER3
2872395,31:55.0,799355.1038,7514489.57,NULL,ROM1_1_0_8,NULL,CRUSHER3
2872396,32:14.0,803930.3464,7511065.419,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872399,36:56.0,798648.9304,7513535.972,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872420,41:19.0,803923.3026,7511054.943,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872422,43:30.0,798647.6423,7513537.683,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872434,47:50.0,798642.3443,7513534.319,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872453,54:43.0,798639.3003,7513536.175,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872481,06:44.0,798635.8853,7513538.933,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872488,20:49.0,803934.8999,7511040.321,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872533,24:17.0,803937.6001,7511043.457,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872551,33:07.0,799360.3308,7514490.539,NULL,ROM1_1_0_8,NULL,CRUSHER3
2872562,37:37.0,798620.1468,7513543.069,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872564,36:50.0,803941.0883,7511043.206,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872574,42:50.0,798620.626,7513545.602,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872577,42:10.0,803929.0369,7511024.373,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872586,55:04.0,806126.597,7513040.347,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872595,59:17.0,806128.5061,7513040.547,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872610,54:52.0,803940.895,7511037.648,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872613,56:37.0,799359.3315,7514490.311,NULL,ROM1_1_0_8,NULL,CRUSHER3
2872616,59:01.0,803936.032,7511030.631,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872643,14:48.0,806131.2827,7513040.526,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872677,17:21.0,799345.224,7514485.711,NULL,ROM1_1_0_8,NULL,CRUSHER3
2872697,26:58.0,798616.8805,7513547.825,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872721,34:42.0,798625.5184,7513536.252,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872744,56:20.0,799340.1217,7514487.092,NULL,ROM1_1_0_8,NULL,CRUSHER3
2872783,56:37.0,798630.5182,7513544.008,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872830,12:22.0,798639.2601,7513532.042,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872844,53:52.0,806153.6102,7513039.551,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872845,56:52.0,806156.0663,7513039.816,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872846,29:21.0,798645.9763,7513529.294,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872870,49:37.0,806151.3616,7513039.671,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2872873,36:21.0,798645.9598,7513527.413,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872880,37:25.0,803926.5337,7511122.138,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872905,47:22.0,798651.4247,7513526.702,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872917,51:20.0,798654.2197,7513523.087,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872923,54:30.0,803928.6064,7511106.63,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872942,59:04.0,798657.9096,7513527.805,NULL,ROM1_2_8_23,NULL,CRUSHER3
2872972,09:23.0,803933.9893,7511107.657,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2872979,10:56.0,798663.8095,7513519.582,NULL,ROM1_2_8_23,NULL,CRUSHER3
2873026,34:49.0,806163.8224,7513039.51,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2873028,25:49.0,799347.9456,7514490.067,NULL,ROM1_1_0_8,NULL,CRUSHER3
2873058,43:47.0,806166.1372,7513039.358,NULL,D104_444_001_444,D104_444_001_444_BAS_6,CRUSHER2
2873076,39:32.0,798677.4046,7513514.656,NULL,ROM1_2_8_23,NULL,CRUSHER3
2873080,40:54.0,803934.9531,7511090.274,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2873096,46:21.0,803940.5644,7511097.327,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2873138,09:57.0,799351.1622,7514484.905,NULL,ROM1_1_0_8,NULL,CRUSHER3
2873139,08:59.0,803948.4515,7511026.214,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2823984,01:47.0,806310.3469,7513283.577,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824008,25:32.0,806307.3469,7513280.83,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824016,18:37.0,804186.008,7511326.253,NULL,ROM2_3_37_29,NULL,CRUSHER2
2824022,35:34.0,806312.3568,7513278.004,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824063,49:46.0,806311.34,7513280.367,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824078,43:57.0,804186.4559,7511328.701,NULL,ROM2_3_37_29,NULL,CRUSHER1
2824109,06:57.0,806309.4652,7513287.006,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824158,25:21.0,806277.2477,7513306.086,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER2
2824191,38:13.0,805652.9255,7512821.829,NULL,D202_396_801_400,D202_396_801_400_MNH_3,CRUSHER2
2824203,02:05.0,806292.7539,7513299.414,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824256,55:42.0,806289.557,7513300.705,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER2
2824257,50:53.0,806287.2525,7513301.737,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824270,12:42.0,806296.8658,7513298.593,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER2
2824276,07:28.0,804100.0479,7511316.085,NULL,ROM2_3_37_29,NULL,CRUSHER1
2824299,14:56.0,805653.8143,7512838.845,NULL,D202_392_801_400,D202_392_801_400_CLH_2,CRUSHER2
2824323,18:15.0,806300.7964,7513297.487,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER2
2824339,21:08.0,806302.6421,7513297.556,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824340,01:32.0,799159.4187,7514162.676,NULL,ROM1_1_3_33,NULL,CRUSHER3
2824354,18:05.0,804107.4378,7511319.007,NULL,ROM2_3_37_29,NULL,CRUSHER2
2824356,48:53.0,806312.3093,7513291.841,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824394,58:21.0,806315.2242,7513289.831,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER2
2824400,45:17.0,805653.7273,7512846.579,NULL,D202_392_801_400,D202_392_801_400_CLH_2,CRUSHER2
2824418,44:06.0,804142.7826,7511326.551,NULL,ROM2_3_37_29,NULL,CRUSHER2
2824419,53:21.0,805653.7245,7512850.006,NULL,D202_392_801_400,D202_392_801_400_CLH_2,CRUSHER1
2824429,47:56.0,804152.1914,7511323.223,NULL,ROM2_3_37_29,NULL,CRUSHER1
2824435,51:20.0,804159.0397,7511321.692,NULL,ROM2_3_37_29,NULL,CRUSHER1
2824456,57:47.0,804167.9533,7511327.548,NULL,ROM2_3_37_29,NULL,CRUSHER2
2824476,16:40.0,805650.0271,7512849.871,NULL,D202_392_801_400,D202_392_801_400_CLH_2,CRUSHER1
2824481,20:53.0,805648.7619,7512849.637,NULL,D202_392_801_400,D202_392_801_400_CLH_2,CRUSHER1
2824484,02:34.0,806313.799,7513305.823,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824496,27:06.0,806320.5732,7513293.038,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824500,29:38.0,806321.0267,7513294.255,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER2
2824519,32:29.0,806320.0743,7513297.804,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824526,28:41.0,805646.4128,7512853.846,NULL,D202_392_801_400,D202_392_801_400_CLH_2,CRUSHER2
2824568,48:13.0,806323.3591,7513296.659,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824601,51:10.0,804272.7176,7511848.46,NULL,ROM2_0_47_4,NULL,CRUSHER1
2824640,13:20.0,NULL,NULL,NULL,ROM2_3_37_29,NULL,CRUSHER2
2824645,21:57.0,804276.5224,7511851.423,NULL,ROM2_0_47_4,NULL,CRUSHER1
2824677,30:36.0,804271.2288,7511884.308,NULL,ROM2_0_47_4,NULL,CRUSHER2
2824708,41:55.0,804268.2591,7511877.473,NULL,ROM2_0_47_4,NULL,CRUSHER2
2824723,44:01.0,NULL,NULL,NULL,ROM2_3_37_29,NULL,CRUSHER1
2824848,37:13.0,806305.7063,7513308.346,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824863,45:09.0,806308.715,7513306.965,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER1
2824865,47:41.0,805643.6433,7512861.637,NULL,D202_392_801_400,D202_392_801_400_CLH_2,CRUSHER2
2824869,48:02.0,806310.6181,7513305.662,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER2
2824882,51:36.0,806313.0769,7513304.945,NULL,D104_444_809_448,D104_444_809_448_SEH_4,CRUSHER2
2824891,52:09.0,804263.0407,7511863.628,NULL,ROM2_0_47_4,NULL,CRUSHER1
2824934,06:29.0,804106.3089,7511314.824,NULL,ROM2_3_37_29,NULL,CRUSHER1
