HAUL_CYCLE_REC_IDENT,LOAD_START_TIMESTAMP,LOADING_EASTING,LOADING_NORTHING,LOADING_ELEVATION,LOAD_LOCATION_SNAME,BLOCK_SNAME,DUMP_LOCATION_SNAME
2688916,39:18.0,798738.3918,7513236.911,NULL,ROM1_2_15_8,NULL,CRUSHER3
2688922,46:27.0,803941.7085,7511028.297,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2688933,47:00.0,798991.8339,7513157.275,NULL,ROM1_2_11_12,NULL,CRUSHER3
2688950,59:43.0,804574.9732,7511573.512,NULL,ROM2_3_34_28,NULL,CRUSHER1
2688962,05:03.0,798733.7843,7513246.124,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689023,35:19.0,798990.2243,7513157.963,NULL,ROM1_2_11_12,NULL,CRUSHER3
2689033,46:28.0,806854.639,7508750.609,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689036,41:00.0,798989.6089,7513157.38,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689056,20:38.0,805706.9963,7512500.813,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2689058,58:44.0,806851.3824,7508747.248,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689080,10:27.0,806844.0368,7508739.827,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689113,17:34.0,804501.5648,7511565.852,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689136,29:32.0,805706.9963,7512500.813,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2689139,26:36.0,803867.6193,7511326.223,NULL,ROM2_3_41_18,NULL,CRUSHER1
2689161,44:03.0,806842.2576,7508731.026,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689165,46:16.0,806842.1338,7508731.185,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689167,38:35.0,798726.7172,7513252.381,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689190,48:48.0,804510.4445,7511569.532,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689195,20:35.0,806847.5641,7508730.594,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689222,02:04.0,798720.8736,7513250.256,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689227,02:59.0,803867.9434,7511329.384,NULL,ROM2_3_41_18,NULL,CRUSHER1
2689238,11:12.0,804512.521,7511565.977,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689242,35:06.0,803939.4692,7511118.159,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689260,25:38.0,806849.9262,7508733.312,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689263,23:09.0,804516.5386,7511571.668,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689287,46:44.0,804231.9157,7510348.015,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689300,42:19.0,798973.4419,7513165.105,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689333,55:15.0,803944.9037,7511125.164,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689368,05:21.0,798966.9751,7513169.203,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689385,16:25.0,804526.6445,7511565.589,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689391,14:25.0,798720.32,7513249.479,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689399,17:09.0,803948.8273,7511121.638,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689404,19:26.0,804230.4198,7510359.585,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689478,46:36.0,803952.5985,7511100.828,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689489,51:19.0,803942.1424,7511086.121,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689491,51:59.0,798958.1619,7513170.387,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689591,54:45.0,804232.084,7510351.476,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689622,11:26.0,804230.4669,7510368.712,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689624,15:32.0,804226.8825,7510363.214,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689633,15:54.0,798945.9521,7513167.986,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689681,39:32.0,804223.1832,7510373.005,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689713,56:25.0,806862.5019,7508742.9,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689717,08:35.0,806866.139,7508746.673,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689720,33:33.0,798933.1564,7513179.138,NULL,ROM1_2_11_12,NULL,CRUSHER3
2689723,00:28.0,806863.5223,7508745.024,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689735,09:38.0,806876.3372,7508755.924,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
2689744,11:22.0,806866.9671,7508747.007,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689792,25:07.0,804220.2141,7510399.483,NULL,ROM2_1_9_28,NULL,CRUSHER2
2689836,45:31.0,804573.9687,7511571.241,NULL,ROM2_3_34_28,NULL,CRUSHER2
2689837,41:29.0,804568.6034,7511571.206,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689878,56:19.0,804571.894,7511576.545,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689888,58:29.0,804214.0993,7510422.11,NULL,ROM2_1_9_28,NULL,CRUSHER2
2689891,02:10.0,804212.4437,7510429.124,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689893,01:30.0,798751.5882,7513242.174,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689899,54:50.0,805654.1285,7512505.188,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2689902,04:44.0,804581.7688,7511577.156,NULL,ROM2_3_34_28,NULL,CRUSHER2
2689936,15:05.0,804597.7471,7511572.243,NULL,ROM2_3_34_28,NULL,CRUSHER2
2689939,34:00.0,806879.4458,7508759.235,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
2689957,26:22.0,806878.3776,7508758.164,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
2690053,37:15.0,806891.714,7508755.287,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2690067,59:26.0,804190.2086,7510462.167,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690069,58:21.0,798942.1928,7513181.099,NULL,ROM1_2_11_12,NULL,CRUSHER3
2690087,15:36.0,804188.137,7510475.803,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690101,25:44.0,805656.6801,7512504.875,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER2
2690124,23:20.0,804537.7742,7511571.898,NULL,ROM2_3_34_28,NULL,CRUSHER1
2690136,30:22.0,798938.5526,7513183.408,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690155,37:02.0,798727.206,7513247.752,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690174,03:20.0,806901.12,7508796.221,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2690187,50:14.0,805659.4665,7512503.957,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2690195,01:06.0,805659.3427,7512504.198,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER2
2690225,03:26.0,806885.1072,7508737.083,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690236,11:08.0,805660.4016,7512504.558,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER2
2690238,08:12.0,806884.06,7508736.461,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690264,17:55.0,806880.4631,7508732.84,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690333,33:04.0,805664.1309,7512504.612,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER2
2690359,40:05.0,804580.1762,7511575.991,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690372,51:10.0,806864.1801,7508719.641,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690415,53:54.0,804595.4138,7511571.41,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690423,57:14.0,804574.6368,7511571.617,NULL,ROM2_3_34_28,NULL,CRUSHER1
2690425,01:31.0,804221.7292,7510402.809,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690458,16:03.0,806867.543,7508721.046,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690477,13:12.0,804220.2279,7510398.846,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690478,19:05.0,798954.4943,7513172.782,NULL,ROM1_2_11_12,NULL,CRUSHER3
2690506,22:49.0,804223.2032,7510390.188,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690538,40:46.0,806874.3636,7508720.13,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690540,35:53.0,798950.4375,7513175.467,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690577,36:15.0,806882.3441,7508722.891,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690597,01:36.0,806874.8493,7508715.654,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690602,04:59.0,806876.8196,7508717.624,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690615,08:41.0,806878.2633,7508719.533,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690638,10:25.0,798969.2194,7513171.248,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690640,12:26.0,804562.5074,7511572.137,NULL,ROM2_3_34_28,NULL,CRUSHER1
2690647,11:34.0,806887.7853,7508727.806,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690654,17:38.0,804226.7751,7510391.228,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690659,27:00.0,806880.0483,7508720.502,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690674,39:26.0,806883.1627,7508723.669,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690676,43:30.0,806884.4396,7508724.254,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690687,40:37.0,804220.7687,7510410.578,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690701,59:07.0,804212.6752,7510419.09,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690708,56:22.0,805672.4977,7512504.89,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2690728,30:59.0,804507.1054,7511569.498,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690790,22:34.0,804515.2129,7511566.214,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690806,25:59.0,804206.0327,7510444.529,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690827,48:27.0,805675.8688,7512505.488,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER2
2690908,09:17.0,806895.9548,7508734.854,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690962,17:36.0,798986.0024,7513162.503,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691030,39:01.0,804213.5801,7510437.907,NULL,ROM2_1_9_28,NULL,CRUSHER2
2691043,46:21.0,806903.7456,7508745.487,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2691053,46:08.0,804210.1789,7510447.523,NULL,ROM2_1_9_28,NULL,CRUSHER1
2691067,49:53.0,798676.5306,7513262.975,NULL,ROM1_2_11_12,NULL,CRUSHER3
2691081,04:16.0,806906.1441,7508749.744,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2691097,00:04.0,804209.5125,7510450.709,NULL,ROM2_1_9_28,NULL,CRUSHER1
2691114,11:17.0,798939.4968,7513182.601,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691138,17:56.0,804508.5059,7511563.299,NULL,ROM2_3_34_28,NULL,CRUSHER1
2691159,19:49.0,804199.8471,7510456.897,NULL,ROM2_1_9_28,NULL,CRUSHER1
2691161,23:27.0,798936.7309,7513186.954,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691233,48:09.0,804542.455,7511570.165,NULL,ROM2_3_34_28,NULL,CRUSHER2
2691254,52:40.0,804552.5805,7511565.727,NULL,ROM2_3_34_28,NULL,CRUSHER1
2691271,55:15.0,798695.2817,7513258.785,NULL,ROM1_2_11_12,NULL,CRUSHER3
2691319,10:09.0,803946.8245,7511055.211,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2691332,16:50.0,804576.5063,7511567.369,NULL,ROM2_3_34_28,NULL,CRUSHER1
2691334,13:51.0,803949.2912,7511061.521,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2691343,17:40.0,803955.0149,7511074.639,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2691353,21:10.0,803953.7078,7511077.93,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2691359,21:59.0,804575.1679,7511571.492,NULL,ROM2_3_34_28,NULL,CRUSHER2
2691376,26:56.0,804331.318,7511746.91,NULL,ROM2_0_46_3,NULL,CRUSHER1
2691378,27:10.0,804582.5859,7511574.665,NULL,ROM2_3_34_28,NULL,CRUSHER1
2691391,30:44.0,804330.1066,7511746.79,NULL,ROM2_0_46_3,NULL,CRUSHER2
2691410,33:24.0,803954.4449,7511096.599,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2691431,41:54.0,803958.6714,7511115.52,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2691454,52:15.0,803953.2706,7511041.412,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2691460,52:56.0,804593.9583,7511565.984,NULL,ROM2_3_34_28,NULL,CRUSHER2
2691473,57:55.0,804583.2335,7511572.255,NULL,ROM2_3_34_28,NULL,CRUSHER1
2691475,59:30.0,803954.2066,7511056.186,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2691482,15:15.0,804352.6284,7511757.452,NULL,ROM2_0_46_3,NULL,CRUSHER2
2691505,26:17.0,805675.5,7512505.059,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER2
2691508,23:35.0,798939.3275,7513188.414,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691512,25:22.0,803950.9193,7511064.219,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2691515,29:04.0,803954.7456,7511071.977,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER2
2691520,30:40.0,798656.9241,7513272.122,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691537,34:24.0,803947.3577,7511024.784,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2691546,48:48.0,806189.0051,7513222.522,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER1
2691607,08:17.0,804382.7866,7511768.617,NULL,ROM2_0_46_3,NULL,CRUSHER1
2691616,13:13.0,806899.8511,7508795.463,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2691656,17:46.0,798935.3244,7513192.721,NULL,ROM1_2_11_12,NULL,CRUSHER3
2691661,23:41.0,806896.556,7508792.051,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2691736,02:02.0,806181.3119,7513207.605,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER1
2691740,53:11.0,806182.762,7513208.447,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER2
2691756,56:03.0,806889.8094,7508785.375,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2691854,50:29.0,798935.1251,7513193.971,NULL,ROM1_2_11_12,NULL,CRUSHER3
2691868,39:12.0,806174.5344,7513205.834,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER2
2691887,39:17.0,806882.3258,7508778.047,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER1
2691911,44:00.0,798659.4565,7513273.014,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691939,55:51.0,798934.0241,7513195.14,NULL,ROM1_2_15_8,NULL,CRUSHER3
2691953,58:17.0,804355.4043,7511746.497,NULL,ROM2_0_46_3,NULL,CRUSHER1
2692001,14:55.0,798936.3955,7513196.692,NULL,ROM1_2_15_8,NULL,CRUSHER3
2692160,33:17.0,806171.8743,7513202.376,NULL,D104_444_810_452,D104_444_810_452_BAS_3,CRUSHER2
2692180,29:55.0,806910.9445,7508792.96,NULL,G101_420_803_424,G101_420_803_424_BAH_6,CRUSHER2
2688890,27:56.0,803870.1657,7511324.89,NULL,ROM2_3_41_18,NULL,CRUSHER1
2688925,47:06.0,805704.1386,7512503.872,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2688944,55:59.0,804568.6368,7511575.987,NULL,ROM2_3_34_28,NULL,CRUSHER1
2688957,07:33.0,806863.7833,7508759.001,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2688960,01:39.0,803937.6083,7511127.989,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2688978,26:21.0,805707.6611,7512501.159,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2688988,25:04.0,806862.9962,7508757.523,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2688989,17:46.0,798995.5718,7513151.499,NULL,ROM1_2_15_8,NULL,CRUSHER3
2688993,27:35.0,806860.6038,7508755.982,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2688997,24:33.0,804572.4099,7511571.723,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689000,31:10.0,806859.9113,7508754.213,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689015,32:57.0,804576.0349,7511575.546,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689042,45:25.0,804586.5625,7511573.137,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689055,50:41.0,798736.4154,7513239.609,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689103,10:03.0,798984.4359,7513161.779,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689114,16:15.0,798726.9803,7513248.785,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689131,35:06.0,806838.4784,7508734.428,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689147,29:18.0,798986.1656,7513154.856,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689148,37:33.0,806839.9909,7508732.903,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689202,53:28.0,798979.0437,7513157.822,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689233,07:00.0,804514.3018,7511567.255,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689283,38:40.0,804507.3976,7511572.67,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689284,34:24.0,798977.9357,7513161.101,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689370,11:22.0,805643.4967,7512513.673,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2689397,39:40.0,805646.5763,7512509.905,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER1
2689414,21:41.0,803946.1695,7511112.465,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689428,28:04.0,804227.5875,7510359.46,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689434,28:32.0,803947.985,7511107.113,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689436,29:58.0,798963.0298,7513170.173,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689454,35:55.0,803937.3244,7511099.401,NULL,ROM2_RLSP_NORTH,NULL,CRUSHER1
2689482,49:14.0,804231.8256,7510336.368,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689505,58:55.0,804230.8328,7510359.919,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689532,19:15.0,798949.2676,7513169.93,NULL,ROM1_2_11_12,NULL,CRUSHER3
2689581,50:38.0,804534.5988,7511575.884,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689618,18:22.0,804555.2875,7511571.143,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689656,33:14.0,806857.1034,7508738.083,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689664,33:56.0,798753.057,7513245.333,NULL,ROM1_2_11_12,NULL,CRUSHER3
2689731,16:46.0,804545.4136,7511570.755,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689740,03:09.0,804540.8781,7511568.942,NULL,ROM2_3_34_28,NULL,CRUSHER1
2689755,09:56.0,804218.0959,7510404.823,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689810,39:41.0,806881.6465,7508761.27,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
2689817,36:45.0,804218.7353,7510405.279,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689819,37:54.0,804556.5011,7511573.746,NULL,ROM2_3_34_28,NULL,CRUSHER2
2689828,36:48.0,798931.368,7513184.171,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689846,00:30.0,806873.5292,7508753.41,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689858,03:09.0,806874.8199,7508754.598,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689863,49:58.0,804215.7745,7510407.09,NULL,ROM2_1_9_28,NULL,CRUSHER1
2689954,23:38.0,806876.8916,7508756.733,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2689960,20:30.0,798735.6174,7513247.003,NULL,ROM1_2_15_8,NULL,CRUSHER3
2689965,22:11.0,804205.9761,7510442.898,NULL,ROM2_1_9_28,NULL,CRUSHER2
2689978,31:14.0,806879.1863,7508758.492,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2690018,43:00.0,804197.7565,7510458.512,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690041,06:55.0,805653.4095,7512505.34,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER2
2690094,33:56.0,806891.0085,7508755.54,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
2690096,07:53.0,798733.3947,7513248.486,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690104,12:06.0,804528.9846,7511567.384,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690116,18:48.0,804188.7195,7510474.708,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690121,26:40.0,798937.1622,7513180.737,NULL,ROM1_2_11_12,NULL,CRUSHER3
2690134,36:38.0,804546.9508,7511569.116,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690138,49:17.0,806888.8679,7508739.669,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
2690148,39:53.0,806893.5566,7508752.845,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER1
2690161,37:21.0,804190.8023,7510464.031,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690175,46:40.0,806889.7527,7508742.28,NULL,G101_420_803_424,G101_420_803_424_SIH_7,CRUSHER2
2690176,42:16.0,798925.4409,7513184.704,NULL,ROM1_2_11_12,NULL,CRUSHER3
2690203,50:04.0,798931.2412,7513186.692,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690226,57:47.0,798729.0912,7513243.339,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690248,04:47.0,798942.6432,7513186.185,NULL,ROM1_2_11_12,NULL,CRUSHER3
2690302,21:00.0,798725.659,7513254.876,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690305,20:52.0,804208.6368,7510429.111,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690320,25:28.0,804578.5366,7511570.973,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690329,29:23.0,798944.8208,7513180.705,NULL,ROM1_2_11_12,NULL,CRUSHER3
2690390,45:29.0,804213.3951,7510407.943,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690400,56:41.0,806865.7254,7508720.524,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690439,12:30.0,804587.3103,7511576.61,NULL,ROM2_3_34_28,NULL,CRUSHER1
2690463,18:53.0,806868.1206,7508720.915,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690473,20:09.0,804221.7918,7510393.966,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690499,21:33.0,804596.0324,7511570.168,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690522,29:35.0,804223.8737,7510385.487,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690523,28:49.0,798718.3671,7513255.725,NULL,ROM1_2_11_12,NULL,CRUSHER3
2690544,43:38.0,806877.4944,7508720.354,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690553,52:55.0,804230.3616,7510372.429,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690561,48:38.0,806874.0499,7508714.329,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690571,46:35.0,804220.3454,7510413.587,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690617,22:00.0,798964.5021,7513177.152,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690631,07:06.0,804233.4582,7510349.268,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690645,13:31.0,804228.3767,7510387.763,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690648,18:11.0,804559.5942,7511567.952,NULL,ROM2_3_34_28,NULL,CRUSHER2
2690693,42:34.0,804539.7335,7511564.135,NULL,ROM2_3_34_28,NULL,CRUSHER1
2690696,44:51.0,805671.0455,7512504.982,NULL,D202_396_806_404,D202_396_806_404_BAH_3,CRUSHER2
2690706,32:33.0,806890.1912,7508730.112,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690712,49:40.0,804218.1617,7510418.36,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690732,56:07.0,804214.6199,7510414.681,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690742,00:10.0,798716.9726,7513247.11,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690744,08:21.0,806887.1078,7508727.397,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690747,03:11.0,804214.7722,7510432.306,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690757,07:22.0,798959.7057,7513173.691,NULL,ROM1_2_11_12,NULL,CRUSHER3
2690758,57:51.0,806893.6978,7508732.65,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690772,13:34.0,798976.5701,7513163.984,NULL,ROM1_2_15_8,NULL,CRUSHER3
2690797,30:51.0,806900.8833,7508741.424,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690841,42:17.0,806890.082,7508729.868,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690852,46:08.0,804202.2917,7510452.193,NULL,ROM2_1_9_28,NULL,CRUSHER2
2690863,49:46.0,806892.915,7508732.135,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690867,23:40.0,806900.6574,7508739.646,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER2
2690890,54:17.0,804199.2375,7510453.138,NULL,ROM2_1_9_28,NULL,CRUSHER1
2690897,02:55.0,804502.0991,7511559.301,NULL,ROM2_3_34_28,NULL,CRUSHER1
2690909,05:43.0,806896.3214,7508736.043,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
2690928,13:22.0,806897.7342,7508737.537,NULL,G101_420_803_424,G101_420_803_424_CLH_2,CRUSHER1
